wallet_address,trade_volume_usd,trade_count,sol_balance,avg_trade_size_usd,unique_tokens_traded,distinct_transactions
4LfDXojytEvCj48DfjxurQGuij2RnoKYWYpMt5Pniez1,17874.35,27,,662.01,3,27
9M8KGSUV6AKDHe3PYcVuz82tM7Sjsq99vLmVjvR3La8e,6318.33,12,,526.53,2,12
DdVWxphQ8HYtFsUgcQ9YX7sE4xXBdxyAtwhm139BR7Z7,5964.94,9,,662.77,2,9
Fn9QJAgZh9L1jrFZrBGhJMEHH5zVWP4iKFQ2GY1qXWWD,13475.01,18,,748.61,3,18
DpYZcBLwoMXj26pUAnn6sxKTr1vX1xvoEApWsK69XShH,15742.09,24,,655.92,3,24
4nvNc7dDEqKKLM4Sr9Kgk3t1of6f8G66kT64VoC95LYh,13670.29,13,,1051.56,3,13
6sZa6zpg7EY3oG5i6WvetQkKYNo8QrBLpj4BdRiMqfP1,3085.98,6,,514.33,2,6
4r33xEKAD2cNMrC9NyJy8nb4XmruUKebZ6LZZm65PVUZ,20538.69,19,,1080.98,2,19
3H4GRCwM7Vuqbss84JDENECskVMzHx8LMNbwDh9j2PWJ,19748.72,34,,580.84,6,34
7sgBcePXM5EHgVL758QqiTLHc9u1nVcfzZjB8CNvaF9Y,8211.21,12,,684.27,2,12
3soojnP5Mh6C14p5uCXASEgR6ANP3u2oK622ou8KSfZm,17782.21,24,,740.93,2,24
7dNR9qo4emR38aQDdor4FpvjF6jBD7kpAuWe5nkZrsW9,18354.01,26,,705.92,2,26
rTCWd3R8mPEG1duSGwgZgd7EfaJD66UA2N5iEWppLiK,17424.19,20,,871.21,2,20
3B2BTDBhZHL1Hzy1SVMJ7DawKeRUS3jExv8WCDoJzTwR,12386.49,9,,1376.28,2,9
B9aZH4is2gpNAoCahWfz8rBdRjzjMQNrCLYr37tV3Xi3,23909.6,25,,956.38,2,25
EATxH4tMA2sn2SSgawKJQbYFewzkfMhXTockjSdeSDAs,5470.73,8,,683.84,2,8
CzGDBqUYwuB47netmyo4bsCcWBxGwrebp1Bp6xgmxvKf,17304.04,28,,618.0,3,28
2tt7TsEYA5HEYxr1WBErMhUiJiEp4i6GBNkXX8P4wcD1,19062.69,12,,1588.56,2,12
HEYguLJj7e1dbBtugSZCLG8QGuvF2a5jXkMnQgi71aLz,4775.2,8,,596.9,2,8
D9gQ6RhKEpnobPBUdWY5bPQt2p3zGk3iVz6ChpUi2ArA,5042.64,7,,720.38,2,7
E8BQ1LcHCnbGabS9VUubwqauamr8GsBH8TnGDcwAUgS8,12074.21,14,,862.44,2,14
5YkZmuaLhrPjFv4vtYE2mcR6J4JEXG1EARGh8YYFo8s4,16475.26,22,,748.88,3,22
BoGxGZ5yWanwcqQPYnQyRNHL7rbrX53ry1S6jtMxADb7,17892.2,19,,941.69,4,19
F2HSkLFPEgtFdH4knNYY45YgCUMVc72yZg2C8A7BtB9t,7305.55,8,,913.19,2,8
DLgipwBDf2qLfSuKaog9nrV3AjAwx9cErXjDgBHMBG18,21041.29,33,,637.61,2,33
3ccqanQ7s9T7usEaPh6DcESrjW3MphhwEtDHKNmSxR23,44168.36,61,,724.07,4,61
HABA8xubvDSmvVpQwcrXacN3oJnJgZqvPKs4MqKRyrpU,45165.99,31,,1456.97,6,31
BNahnx13rLru9zxuWNGBD7vVv1pGQXB11Q7qeTyupdWf,36364.21,22,,1652.92,3,22
CHvWpTWTZXUMvWfX7jmy8vhHbAqn6YvLc8wBxXYi4KiW,6336.44,9,,704.05,2,9
7PdZS6gFHvPHcsCPMU9bpSheKXtE1BzM7Xxopae1JH3X,11154.56,20,,557.73,3,20
2biMtxUMenQqGGMpf3b2uiGjcLGDGJMeSqU8qCd7YZ1x,13527.66,24,,563.65,2,24
DZAa55HwXgv5hStwaTEJGXZz1DhHejvpb7Yr762urXam,15371.01,18,,853.95,2,18
f4gJxsFFoS6SFBVr38Uirsb14MwvxVYGenGzbtphKnn,7400.74,12,,616.73,2,12
2G9nYX6AoHySGUPV7k3sJ3nncoqhxHEbUmtK2m1dTDry,20663.87,35,,590.4,5,35
8b1DDmBAFFQcFB18QtKJ1rpoG6w6LJA8XXT7kprN1DhU,5255.84,7,,750.83,2,7
23NGJMtpvqAJihh3Zn8RUfcAXRzkPUzJbssVmAvDKtRN,4491.4,8,,561.43,2,8
4pbzNd1AoVzCiacdHxEBXsjAEP5kBuzAawNV7Ekq9bpC,19600.01,38,,515.79,2,38
BfwMuxCUdBX9grhMrRvUkUjdL68QjS6g5A6zgQgpm8Ee,28611.42,54,,529.84,2,54
41t2TtyHovVz6vQecgvjFEX66cctLPE6gs1yaBTcz9VH,25959.15,28,,927.11,3,28
7h4qGKdFQpAHV9ZvjzxSHorqwfQu8RtivDijWigEx9uh,11850.99,22,,538.68,3,22
5ehqoSHJJPEHV87tKVAKJfLofBm5f3YM6Kw1vzBD63RN,19680.5,20,,984.02,3,20
6TSVUyQnPYJWgvkhSANDttKkbQpWU5sgdJKwxCr22q3f,10062.53,12,,838.54,3,12
8YBaYB14CaQDwwTgNAS3gLsgeviR4YE6SgiRoZ1Ya21r,3025.49,5,,605.1,2,5
ER4ZmQWMFLcEksqwUFSVVQNaA9Qdo2vWURDWvxTWkByU,12548.76,18,,697.15,3,18
JDvQsH1Hfj42fXzouvXkAUX2MaWEAJc86MzZ3qcFysiq,10244.69,18,,569.15,3,18
61EdGQpcfdybfZHhHCAHurwRAK3NywhrinetmpMSbfuR,48532.19,94,,516.3,2,94
FtPVqgoeatUKeSxAb5ipc8vfc46ueWf43nnuo5ghjkH2,14421.33,20,,721.07,2,20
6vexx3REKFcPzDbi6SWyV2Kqn33Fr49NNfNgtcTa4fjy,4811.03,9,,534.56,2,9
Hm9vGqEpo6YzvzTEH2aiye547cZyUbbBNupUnqR4iPc6,15847.39,22,,720.34,3,22
Adf8P1dCA9TKhX5rVem2mddqU5NSyQvJXd94bWwKT6dT,11435.32,12,,952.94,2,12
C9nNtJAtukY2EKWboUtCTGTp8yGhphdU5X1P7XvAeYTB,7742.11,8,,967.76,2,8
EokzBMxyZiQYn33hb6yEbKCnbAyXyJeVv2mDNChQGuo7,26090.88,30,,869.7,3,30
75oEqXZC569dY1G6UweXviPz4pm8zkhKDSk2FT9Dug5i,32085.07,45,,713.0,4,45
EaVboaPxFCYanjoNWdkxTbPvt57nhXGu5i6m9m6ZS2kK,5030.66,8,,628.83,2,8
3XoUvPJFZ21KeVQBWVDVJP7nQtQvDRvW5n2Mw3wnb5w8,4545.01,8,,568.13,2,8
6eNB2ajvTS58iHnWeZMYA5Su5tyPHddEXteBEtjnQHB5,40271.47,27,,1491.54,2,27
45yjxuJt6cztUuvxQCmc5AmrXRoitnyaFUDG1JkDrbEk,34732.75,24,,1447.2,2,24
3dcDZi4qk9bFdaqr3CZNZZSyVeobECSWX1NF6HXhnhdn,28046.27,24,,1168.59,2,24
AjuUJ75YKfgAvRcm3BQfk9kEUkqLu4nkWDSVkBaS31ab,33133.82,21,,1577.8,2,21
5usAUJoKRhwWtRQdcfyXcEibKQNe3Tj89HNrxBbvnzRG,5768.97,9,,641.0,2,9
AUSZMh2kh2JFAuL3heqLoM1aYAo95nXCyM5wbYVSMHY5,9060.36,13,,696.95,2,13
3Z19SwGej4xwKh9eiHyx3eVWHjBDEgGHeqrKtmhNcxsv,42956.28,54,,795.49,8,54
35bEujRAaNU9GbVvKxcvbUsk3Fqd99BnVyKkPaDxmuvx,31181.69,24,,1299.24,2,24
A3QiYzv2xECreJ78zGU4DLHf2dUV3WQoXWJQY6TDQrPJ,21042.35,24,,876.76,2,24
BBDtRPm2HqQDQJFny3et9WaNHfkGb9HvrcAPMU6gyJSj,28040.28,12,,2336.69,2,12
ApXPzsH71bSBMJeqfF2mgux3smosQ2tkM7eKUVRVtNtG,12501.51,21,,595.31,3,21
5fF6CR7yfmEahrq4ZJUYybRsmZKn13zoJq8RJaWJXNP2,6250.61,12,,520.88,2,12
2VN3ESwctiZzbP1zNHJQA3RMiZ6SWTo2nJQfJRu74gWx,7852.29,12,,654.36,2,12
7E73dCrWqW6swnBDrHEtL6EyuuE2tgpmH8pb5nqK61AW,17325.91,31,,558.9,3,31
FsEnYNmbDb9xwPdiw5B1PXkCn5Av6oLLQikaTsA8E1bW,11484.91,16,,717.81,5,16
8nUEnJUaEYxjXxq5vhT77bajsCqF1LMGhZoDyefNcPC8,21393.78,42,,509.38,2,42
7Z1kg1kqsixyBK8GgBeryEbjufyReMTsWmpYfmbER52W,18519.25,31,,597.4,2,31
2mvhgV3rKY7UbRYd3KSTQZnEaJ4aGhDac7PsyneFPycf,3819.32,6,,636.55,2,6
qiQ3tTqETTUEKVDBAG9EBzu2wT8GwmdNkz5HQmCFuBE,10477.31,9,,1164.15,2,9
DSHCgtXzfv7FLEAQBmik8EBuH4xLcizkH4g39HTaVjAW,6441.77,9,,715.75,2,9
962uV6AXavmwFwvUrghkRKPBHctocy7mUuNH2iuhwYd2,9159.0,17,,538.76,3,17
9fpUmh3Tv3UCdeHLyq3o4QhkTBu5XAbEiKP9FtGaSndb,10803.99,17,,635.53,2,17
C4udGwTg6oqcrr8SmSLmkcXDbaFEcopsiaT21KUE4psU,44556.95,72,,618.85,15,72
MgdgECXoT498458YjwhyxJB83y4Uu78yCTjsygouxBa,23730.43,18,,1318.36,2,18
5TJSowaVDMxHCFqkEr3zbno3o4BJasgPwjrLwr2yrx1N,11138.8,16,,696.17,2,16
9AisNb7DJ58ueNC9DLZVx1JgpQ3P93gnvZzmwVef5dRs,31490.93,51,,617.47,11,51
FZU5bqYanpBuBzGDHshQL9rZb8PYS45tyP9q44eQpGsK,49151.37,82,,599.41,8,82
SNe7EqmF2jkvXWoXSE7bYRAnVJVgApo1tE6jcANqG8c,20838.34,29,,718.56,2,29
6NgaYvv1RumubM8zCVjGDtsinpvy7QRvzqTWNDFwtRbt,37485.61,15,,2499.04,2,15
BLhEdvpqKP677TWxvhSSf8oZQgGb7XMR8DXGzjxnS9wk,13514.45,14,,965.32,3,14
BV1fC2X7q2MjSxzhXLkho8zxE2A2Y1RRygPzeAkYzP88,36907.74,59,,625.55,6,59
9QtdnZkrrwoEfYsuyVyJ6DD9YFD27AT61eCsYA1eV4Zy,36626.95,33,,1109.91,2,33
EATd7i88YNKynTugML6PY2GXWxvdQ8dxb6qTiC18kka3,5479.53,10,,547.95,2,10
5eBmq5rLxi5ZgTmH3kdLBntZcxf3WLQb6mGv5Luu7quP,13273.82,21,,632.09,2,21
FYGMyRRMYGWVvG7GGdWzyp271bU9EzcXFty84Fce7esd,24606.89,30,,820.23,6,30
GdSS3joJ1BaCAUjExFP4uhg2BZ4UkZSf8XXir1wGDiHZ,25789.42,19,,1357.34,2,19
CGEyDxHgWXyKGt6jsxj5DY1sfWoXYgMNFRNwFaFY5GhG,12590.93,21,,599.57,2,21
G1FGtFYkv8nrS47f3o6HezGcisE9VoJrcEpyQ2mzDStV,4966.42,6,,827.74,2,6
DE3zsvHFi2u5sEbbdjG49a7dxRWuTghb1MZgQHpnXQVQ,6966.72,13,,535.9,3,13
6tsv8r9vpNemuWBcjiYjsLkdQTL9S2CW3ztyj98cZv3q,37639.47,18,,2091.08,2,18
88aPY1fmia7Kr7Gja7MQZxarLcAHJbaP42mSY5igVLAP,3789.76,7,,541.39,2,7
6J5PHKjQ8yiUMXuUuLxuK7DpEnZen2vJTt1tQktufsKh,4088.02,8,,511.0,2,8
CDQzwUqXAJ4v4nyuthwBXAQCAnVW3tt5XtDXECyiom5c,13350.06,21,,635.72,2,21
2LycMSMCSRqfG8oKWZk2fjzwQY5d5FFNdfQckaBd8AaT,9817.22,16,,613.58,3,16
9WbCX6bUE9YKDtXe2rW7bqocekNkmFTGSkvDWVAp63Pb,17942.84,19,,944.36,5,19
9qGDrytg5pjpZHJceBUeNKMydiKLMTGLRKsN2yFn9dEi,13162.15,22,,598.28,3,22
CpJiXWfvky2qaEXVtEuG7gSErDrHnnS1yuouWdtJk58V,15706.77,24,,654.45,2,24
GTbewYgEC6YqQqkWpSJdb7PkJdQ1eGxvUGYNyaMioMq,4237.68,8,,529.71,3,8
AoahQ1x1Jn7h3jFu1fueBgKgU1Xu6s5j8pdhawfkQ5xR,40772.08,37,,1101.95,2,37
12xFuXjvCqxGSQnm7hWAbPsdPxz7Cbz7ZNRRSg3drY2c,15938.94,26,,613.04,3,26
ENxDkCNdSPahCTchyHXWhMapRzLNLN6pZR72iZZNkzo1,5818.81,7,,831.26,2,7
F6vtcaqaFR1Bgd8aaGtK3nxL8ocmANHw8eRQovx1eXqx,4913.46,8,,614.18,2,8
54xrJ798DGwH1UA2H35QtAzKT55t8pL8bjBs9Arz3eoP,18072.58,25,,722.9,5,25
FcUXUJSkPXfyePdPEiNiLj9vCa7YXexNbq56XEXcf2j9,8528.09,11,,775.28,2,11
9YHuxU8nt6xwFZ8mKSwh18F9uMAUdMwJzudUt88UZ1yq,3780.12,7,,540.02,2,7
CSfj2U5ry9kashNYWYoEMMAKxCovBooZC1Szafhuf9dW,47868.56,45,,1063.75,2,45
H3Z6h7Y4ufiBbXMKL4Xi6JR1AGPNBFsnB6mLJrebYzwa,6196.9,7,,885.27,2,7
B9eEC4F5S5dCwSVAo4RziuxoJtWoGKFmgZv41iz6BEWg,14962.55,15,,997.5,2,15
8WmgqzDYQiYc1YC4rp2DVzXiJXWhEEPmzbx9ESHx5rk2,23817.62,39,,610.71,4,39
AirPdoYK6mmRFgXEjASvS9AXjxwb8pN1fu4ZnxbjeuWB,12569.88,8,,1571.24,2,8
FmevDqaV5qWsv6yoKyH8ZRAexFxDnaeJvwHgtJcGXKTz,6117.96,8,,764.75,2,8
FwBQTS1Z5FAZMbp3aUjSChLPjvWLmwDS6zKxDVg8nJR1,43226.46,43,,1005.27,6,43
DkVq2Naz8RCT5puAVGFw52uNeEmsgAJt3Gm6hvFQJSCP,43803.95,32,,1368.87,3,32
CjNHcTyWYE1q1zX5GgpoPw53Lw5D1f4yUUmqNzd4sVxG,8448.34,12,,704.03,5,12
GxVjEy2K9z2Qom1CVb3MpYfhZYGcS29P5eXDwc9ZhAeA,33629.04,45,,747.31,5,45
6oZc4WGfstKMabnPdeYeTF6XteVW7Bm8fjpViA6qoLGf,23843.38,23,,1036.67,3,23
Fd72tgrWDXa61LZ4UqMwvdydPgVQcSp4kjZnLDY8GCpD,13940.78,15,,929.39,2,15
HBgwNenpM6kAVDL9jJ4RayVz9KUkjaurJJ5EncrtcTVV,44626.76,52,,858.21,4,52
4UvwUvnYyStuZdG9G3ShGACrZk3YmxfJhF8CeQU4SpwZ,11301.58,8,,1412.7,2,8
2TV3CoJwWweKk2AxbS1Mv74VNgrwzUrcJ4uVE8ihzQKi,17482.69,11,,1589.34,2,11
DHHZR6rrNbemvuPXNqcWaDLrPFVoYfRasvU5qUU24QfW,25683.84,26,,987.84,3,26
EATRmha83rNc5npVyzXKTA5q4SpPNM1ZuAC5m795JSTX,5302.01,6,,883.67,2,6
EAT7FusUJ1uerEwMPbRdPPV59D33BS8qTCDTLUgyFv2z,5302.09,6,,883.68,2,6
2LVNaEABHgSojnHbjtFw1T9Spzh7akJeEyFTkD7MffCM,9323.81,11,,847.62,2,11
gBYBeT9hBM6Mi8k8qqFoJv9cFvAdajHL3Qfs991RjWd,22661.65,27,,839.32,6,27
LuitxRGMJErT1N5JDArXVuxtsomBUsLZHf9Yf1TVBBn,16427.81,20,,821.39,2,20
214PtxjLc1XtgFuomkeVJF1s53GdKqSq1gSGWL72qHmN,8073.1,12,,672.76,2,12
5wapbv69EH6TL9W8azzsWAnVmVL3jjG4HF1sRQsGUQu7,43411.04,33,,1315.49,3,33
C46PtCBSerojXV8dsF7BhWDkvWfUXddhUsFBF85h8FLN,37789.98,62,,609.52,2,62
DXNWbFLgFZ4dq361SLC2ti4axUWPm58wzGJgy2yZFwPP,5065.6,9,,562.84,2,9
DwM1MGeGrNA8mVezL1ghoU75zGRibCwgRQKC7ohGLRuK,6571.97,10,,657.2,2,10
bossRXPaSAobDGM6Fez8dZKUy4XYYnh4LhMfwJ7e5LE,13018.08,21,,619.91,2,21
DnbdPtZRkCxbUrfABnEf4yCkvvkQQmNiqcKEKggkBoZV,5259.53,5,,1051.91,2,5
Ct5VKtXvKmdjpkH62EBx8HUSuFSWWzKv86NkdiuM5UPq,8442.51,12,,703.54,4,12
HgMrBgXnKvZ1SVnxqvfFp9HaP3V7ZdSXexyGJdkjawiu,7711.82,8,,963.98,3,8
NTYeYJ1wr4bpM5xo6zx5En44SvJFAd35zTxxNoERYqd,6036.3,12,,503.03,2,12
8pDK6mr4vKuaJnoX5Squ5h5TtcDM7z3ddDgAiqLSEqhh,19691.68,17,,1158.33,4,17
7jjDcX27RxpyjS6LPuC9919WY6mfxWZmYqg7zq4zWARv,18196.02,36,,505.45,7,36
8HpwFFEhf3Bom3i4ZofXyvvT9zVfUwGKVBV5K4sPyHMu,4208.04,8,,526.0,2,8
2TvyS5G32a4shYAy2Gj6LTgLoKKcfDQ5SCGD6tYZ7V5Q,23775.34,17,,1398.55,2,17
7RSuMr3MHCRipvFT7mmVbc5gjMs5h6Ga2Am6HGAVEW9A,26571.5,27,,984.13,2,27
CC1eZmEAtJsbyYQKMzdsCSSAPES7AJBZ9YeqNLPMYCVu,11056.34,11,,1005.12,2,11
D9D2hcby8q35xeQKnJ8FcMKa8uABzNsWqXvmic9MoPt1,7876.57,8,,984.57,2,8
9jLTnrL8wwikL6KVZumLEz6gPSBm8y2XK1iPjyTGjZfn,21869.88,10,,2186.99,2,10
GZVSEAajExLJEvACHHQcujBw7nJq98GWUEZtood9LM9b,7014.05,11,,637.64,2,11
9JueGnEsyNKzW5MsjEcgWpsXKT3oWDMiT32BvgQUpAtZ,11988.23,15,,799.22,2,15
53qd35odmiKNfe6Lkv1CuSchaRvX4HwQSSrCYzqTw4Dv,20403.75,17,,1200.22,3,17
5iwz1mhAHNVcqQ71dLy7w9hdB4jtFsUTmc8QkjyT6VuU,30522.51,42,,726.73,2,42
EP1bRfzkGVhUWCyqRV9aqTYrsNMh74a6vUqtubJpFYFB,14783.29,15,,985.55,2,15
Atq1CxQJVyFccGtm6a23ygHP7GTi79ENwUX1M4SH8JDJ,25833.54,23,,1123.2,5,23
GfXQesPe3Zuwg8JhAt6Cg8euJDTVx751enp9EQQmhzPH,9226.8,11,,838.8,2,11
Gxo5juH9o1Mni26Pxh5X8bZyDALw52xkaTC9sBaCCZsN,14154.78,18,,786.38,2,18
winriha1p9n1QS22QbJKbMVf4SFPHTEVcnqcwMdSC2t,23976.9,25,,959.08,3,25
tYi7VysKmhvFr4AWZjcvbwTUfkhjgaLi913ajwabZmQ,30344.57,51,,594.99,2,51
BFd54BK8uV1Jee65mePccWchKrqEVFNsWGqwmPK3N1yK,7323.25,12,,610.27,2,12
619Hw3DjqWfkYGVmMXFukm9Rk3CJBLRWS5A6TxkckEPc,5821.88,9,,646.88,2,9
EkJ573KV63VkzHZbDb7Lfm3btARyNeKsqYq1DpjqcMCF,4769.31,9,,529.92,2,9
BRDN1WHdo5d15U9bqZwUzLuKYeNhk6tnBTmJkpT7TzC5,18080.35,12,,1506.7,2,12
m9EPWayNgbCLcMKtYjiWmbtkkvZJYQjm7zp8kemhGbs,15483.82,20,,774.19,2,20
DXNakuFkqKW5p3QWcNXv73qgRs5A8bsrHUWprWuqCt9S,9650.45,15,,643.36,2,15
CTC7HVkCkPuChSJjArVip375ogvMUtQLhdzLfiPizdEc,7400.01,14,,528.57,4,14
BTybz8hekP16XeZ4FNwYj7QjnCNtiugPCTA6VbXVyJgo,3870.99,2,,1935.5,2,2
DhY8Ab5cFbZ2VXfiexmCSFkfjqukinVUzFJ514yeAumV,17263.78,13,,1327.98,2,13
9NzSmSZjujrZ5fV2BAFNAkiUD6JpvEmYyBx4XCCjgzY3,11523.4,19,,606.49,3,19
99Jjrqjh1ma7Zyx8NiFivaKfbfi4EZoX5TQQtfHYeBWk,31590.61,43,,734.67,5,43
K8cU9k96Kwckou2B4q9kVYxguiHjX39Kcmw8M42gZnK,27223.86,37,,735.78,2,37
D6RxRVMeQBpFPDYcbEVGf3hEx1AB4JsVR7VqGJmKnQx8,10003.82,15,,666.92,3,15
3LKchuaof8uMb4LaxfHm9oYQAVS1RRfzAvdzZKnn1pLP,6403.2,9,,711.47,2,9
9z97ykMmEJ289KrxNNyCwx9RvAKWqEbbG2PXsHrda8ZF,8869.18,13,,682.24,2,13
C7ML4W7cegR8oBD3K2qeE5WmLgP2BGd8s81Sd78GZxN5,7861.01,13,,604.69,2,13
X4WcX3x1sUrQBUNUznxCiFGLqYcY7xX54charitQnMM,8605.13,13,,661.93,2,13
5TK6ZRGjY4ve3zTdzVWPTYkz5Cq3UmyyNr5hrSTVVGN5,24036.59,32,,751.14,2,32
CaajK3nMqiizTao8LHCEYajZCarMBaCvk4xKXTjbTLwZ,8755.77,16,,547.24,2,16
ProCXqRcXJjoUd1RNoo28bSizAA6EEqt9wURZYPDc5u,6876.44,12,,573.04,2,12
4XuvqDs7FWSXTv1JNT3J6vkEvmsM6oAR1urcNNnrSokZ,9541.78,16,,596.36,2,16
J53HDN8jwkEdZvZKuGrLA3GZDfWEDCHLwty7o72mwB3T,31535.28,26,,1212.9,2,26
EATndErv6b6yRbS5GxnjcMvRP19jjGqsdtXzS6pem6UX,6849.02,10,,684.9,2,10
9hnsedydba67pTq9cDBUjwtyvUBnX7VsBNaHnTPi8dRw,49315.6,23,,2144.16,2,23
EJS9zJw8WAzCFnfgw7AwjUcjVpHfqYTgWCAViwL4Dkeg,24291.15,29,,837.63,2,29
99AmcYXNrNMSxCV5KnNMCwmxoNfFWwfJB4r6B2uNujES,16539.96,16,,1033.75,2,16
97SJNgUwJV5Woffe2SqwdFD65tBb2jw5nTgUwofwUeGJ,19598.22,11,,1781.66,2,11
EtqYDoxr9WKw5gmxZMGCkWsWBxRaLQLR3GnNMQFE7LRm,16492.54,24,,687.19,2,24
FSGa3FNUpTxTjdHC7JXttkV6u8J2gMMYPpXQRQEYCQt4,20980.66,24,,874.19,2,24
Bjbh1U4yEvRiHhH6Tg6hTaVKXuwTgMxtGhp1dhy2UGwy,15932.76,14,,1138.05,2,14
EATrYu75hBdrwXEPazsfYeSGYgV2FEU7JtGps2rN3E48,15588.21,17,,916.95,2,17
BDCLthF9p9bqSMNJxv8hScGBnWJpt6SzkMM7LxYZN5Rx,6234.16,11,,566.74,2,11
8tGAfUTzxQ2LNJP3Qr36rHDfjZBMcLKJNTP24vKpWBpV,45622.14,51,,894.55,2,51
5TxBdkHpWERMx25w9gk7nALxsj462Ei56bUCuKNwkdQo,43380.16,22,,1971.83,2,22
FZGDgH1VcNbUhjbH2X4Ze7KzGntGRCnbG9PtBg49E1HX,20750.74,24,,864.61,2,24
6duYTqeoGnRgYSxb343T6ui8xTkd2xY1UYXgn9Gf2uwp,12136.46,12,,1011.37,2,12
BRzRy4YXUhQxfkby2Y2PKiNir7MmHWWwWsDAVvLpnGyM,5620.86,8,,702.61,2,8
MRWwj2TskYzwi5ucMpwyY9RcqVoYQrMMSA7Zbtxk5bL,3013.5,6,,502.25,2,6
QBXhKJbEBGUzPQ6gXpXbTg7ozjWpUQE5jMTmSJTA6cG,6799.0,11,,618.09,2,11
B4PzXh2Zxq2x5nuUHAAJGzhzT4CfbPggYFD8bdaVY65t,13442.05,24,,560.09,2,24
FdEyUeL4g46bU3oq6fXsAnUHx2QASRAkVVn1oaWjfVfx,11630.0,9,,1292.22,2,9
6LCFP1qryQRPavu9fS7rwZEHRHqjezUurkob94RgTLBM,26036.09,16,,1627.26,2,16
FP8oLvZY7qMcQq3dhgx4bCoFRCgdW1uh63oCenCXemKz,9790.1,17,,575.89,4,17
EATJ8APbrm1cy75yJxfs6XYmBFDk8oMj8UgRh7p6Wv6H,15022.99,16,,938.94,2,16
FedpuhoZn5NHJuqyDvEB3jkkWk7N1sBn6iePKiCe3suQ,6078.22,12,,506.52,2,12
D11DS7mjy9AwriBwxKWQuCzM91pJEGCwdD2HizZHptKs,9882.39,12,,823.53,2,12
G5ssckNR85bkiBmrAXPwsjzTw6mKXTDxZ8krWKBAvyUP,19721.75,18,,1095.65,3,18
BKfY1Sy3ekT5sACCDhUnhnKbUvCKRcaiAJjxCcxq2JVP,10067.38,20,,503.37,2,20
GZJhTLSHcmpEDzG5waLgpRTV4oRnywT2G5wQxqxujMo1,19561.97,39,,501.59,8,39
CvFPC5NGXotS5QLBa7wiHQEHBNjWKtL7Rv59qazhqWfd,25517.77,37,,689.67,5,37
G51dZG1kMttcaaNUGrgzK5RY91i11uuzqETEz4ysyHXr,10587.39,14,,756.24,3,14
EfXsKpLEyos1pgDRYbYiE7sGjBCu2HXjUbVVYixLNw3x,8997.83,12,,749.82,2,12
7YbmwVHuPfgTRjJ8n2QP86jBLuD3sJSXpHCr2z7QcFEh,21607.85,18,,1200.44,2,18
47JDgkhmFHKgRt7zezCJXEeofkg46NBDQiudZ6G6eMrQ,13161.23,17,,774.19,3,17
HPsXbjZpU9WxkAMMbJFarjZdjaLzcWby5spAVJqRxudY,9072.23,16,,567.01,3,16
GSDXP6XM5zFaR2pcuitp3PR92EMCwN7DwdAneqZZiLzJ,12459.21,9,,1384.36,2,9
7WrdEx9stVV5wMdYeV8saCDremofiHF7M7eqQerNNf94,18695.71,24,,778.99,3,24
zfR8Mq8DfG5hEUZWX4CNWYfu3yV73VswghRdbDNb6vG,9370.78,13,,720.83,2,13
EATqvYy88ELWajFqXhrGK8FiH7BiXan3YHGxfoarN87M,6004.96,8,,750.62,2,8
EATKC1Ap84cXCHJP63B1f2dxeno3uKZyLsQdVXECfxEo,4624.87,6,,770.81,2,6
F6GA6cLJSi7R3CrMethmQy48Kb8QCWS9hwu3Qikjnnkc,26568.26,33,,805.1,4,33
WNsJ6jkg8ZmH46VB9gShRSnP5M2iV5DhtfDP4qCPfod,37486.1,38,,986.48,4,38
9iukpaoKD4gaVbt9eAq7Gfedt8EVRCUe8aKw7XfcpVi7,32030.69,40,,800.77,9,40
EATDw6UMCJi3WN3NKv19rjdr43BFm9um3FxGFRx2p72o,12255.18,14,,875.37,2,14
9ZBTPcsrtm2Q82ySw3RW3wAZxNZ3exAUcdgoSkDbZ9Vk,14581.99,16,,911.37,2,16
5Mb3FmgVGDGHK4ZahSmpRCCTBLedG6R84YvXVef9scJm,14081.52,23,,612.24,4,23
EAT7wzSLCyEqdMpqebNyefp9rS9bsj3hanuEpZX2MFNi,7237.52,12,,603.13,2,12
EATHn1cdRhCg3wKKu1Gd8A5aGWu9fPJ25pNht31XFyxP,7185.85,10,,718.59,2,10
EATdg1aydFKBtebsZQkYMCkRGPyAANqRPkELwdKCRwGk,7185.64,10,,718.56,2,10
Hq3n2r7hZWUXCxUpqxzZiAh1Yt9dfvUyLj1sebXqFAe1,38842.1,18,,2157.89,2,18
FXZ7c2kWaCXgiPdhJhWiFtW9KkXSZBDnUVZyUmi8bac,27688.11,31,,893.16,3,31
229RzkowozWoB9xmaa2jcfnGSV5yQkJtECuNaWSVEfGr,10114.01,20,,505.7,2,20
EATZ8Dgjg1d5uYDgicdWfpGmgYu6KDuo9GMUEXeU1gip,5060.76,8,,632.59,2,8
D5sY5vXfS4Jw4W3wfiGSjc6CKg4MR3c9LTvG1rN228p3,16226.54,24,,676.11,2,24
9dQrEniwunhQ2E5bVhb2erDAimrWdKCXW22v3BfdBcSL,12144.17,11,,1104.02,2,11
5jMtajHFJMu9BZUBiTxL2tjkJcR9EKFEc7iXfXDz88RK,20385.95,30,,679.53,3,30
EEumi9sz8PVDhfKS788wRYGFWnt93FtghVLt9gTbU12J,8077.13,13,,621.32,3,13
CeqejtfseJwZj3hfMAr9MxXjU8vQthG9NebNq6CqNapk,40641.86,37,,1098.43,2,37
